UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz
2026_06_09_01_08_41.208,6.480000,0.99935144,0.03256680,-0.00483687,-0.01458372,0.99952781,0.02883348,-0.01061736,-0.02946357,0.99745345,-0.06495029,0.00871758,0.06523244,0.99783200,3.740617,0.608386,1.652481,15.678938,-3.564983,-17.503832
2026_06_09_01_08_41.227,6.500000,0.99935174,0.03259348,-0.00471100,-0.01454935,0.99953222,0.02877273,-0.01036432,-0.02938692,0.99745196,-0.06500763,0.00846747,0.06528179,0.99783093,3.743443,0.593886,1.648994,14.424856,-3.371370,-14.411520
2026_06_09_01_08_41.248,6.520000,0.99935216,0.03261381,-0.00458706,-0.01451664,0.99953645,0.02871528,-0.01011507,-0.02931368,0.99745119,-0.06505217,0.00822130,0.06531853,0.99783057,3.745545,0.579603,1.645696,12.133009,-2.554043,-12.645927
2026_06_09_01_08_41.273,6.540000,0.99935263,0.03263008,-0.00446782,-0.01448362,0.99954051,0.02865691,-0.00987505,-0.02924005,0.99745101,-0.06508850,0.00798464,0.06534733,0.99783063,3.747192,0.565850,1.642346,10.829909,-1.878604,-11.046168
2026_06_09_01_08_41.290,6.560000,0.99935323,0.03264241,-0.00435411,-0.01444832,0.99954456,0.02859369,-0.00964585,-0.02916221,0.99745142,-0.06511678,0.00775934,0.06536841,0.99783105,3.748396,0.552716,1.638718,8.730314,-1.517925,-8.725902
2026_06_09_01_08_41.307,6.580000,0.99935395,0.03264968,-0.00424483,-0.01441442,0.99954844,0.02853303,-0.00942543,-0.02908740,0.99745244,-0.06513479,0.00754292,0.06537955,0.99783194,3.749029,0.540085,1.635237,5.606661,-0.689651,-7.417890
2026_06_09_01_08_41.326,6.600000,0.99935478,0.03265218,-0.00413549,-0.01438486,0.99955195,0.02848109,-0.00920503,-0.02902122,0.99745381,-0.06514324,0.00732624,0.06538120,0.99783349,3.749118,0.527456,1.632256,2.723784,0.898881,-8.804479
2026_06_09_01_08_41.347,6.620000,0.99935544,0.03265357,-0.00402535,-0.01436079,0.99955511,0.02844018,-0.00898338,-0.02896595,0.99745500,-0.06514943,0.00710765,0.06538066,0.99783510,3.749081,0.514754,1.629908,1.536618,2.260088,-11.494730
2026_06_09_01_08_41.367,6.640000,0.99935597,0.03266157,-0.00391737,-0.01433869,0.99955809,0.02840301,-0.00876633,-0.02891480,0.99745524,-0.06516872,0.00689304,0.06539340,0.99783576,3.749807,0.502317,1.627774,1.552605,2.042838,-13.288974
2026_06_09_01_08_41.386,6.660000,0.99935609,0.03267826,-0.00381773,-0.01431317,0.99956113,0.02835839,-0.00856601,-0.02885742,0.99745452,-0.06520515,0.00669509,0.06542372,0.99783510,3.751543,0.490838,1.625213,-0.509870,1.224005,-13.662254
2026_06_09_01_08_41.406,6.680000,0.99935609,0.03270270,-0.00372860,-0.01428675,0.99956399,0.02831122,-0.00838682,-0.02879896,0.99745286,-0.06525674,0.00651796,0.06546981,0.99783325,3.754185,0.480571,1.622507,-4.731746,0.762445,-12.020442
2026_06_09_01_08_41.426,6.700000,0.99935561,0.03273615,-0.00364590,-0.01426416,0.99956650,0.02827123,-0.00822102,-0.02874864,0.99744976,-0.06532610,0.00635320,0.06553412,0.99783009,3.757874,0.471070,1.620212,-6.937285,0.342873,-7.492354
2026_06_09_01_08_41.445,6.720000,0.99935490,0.03277506,-0.00356758,-0.01424485,0.99956870,0.02823747,-0.00806431,-0.02870518,0.99744576,-0.06540619,0.00619680,0.06560947,0.99782616,3.762197,0.462090,1.618275,-7.945710,0.159081,-1.416108
2026_06_09_01_08_41.465,6.740000,0.99935967,0.03275445,-0.00183554,-0.01428384,0.99958521,0.02842913,-0.00460446,-0.02866962,0.99744624,-0.06541451,0.00273302,0.06551939,0.99784756,3.756966,0.263836,1.629226,-9.307597,-0.189089,3.181225
2026_06_09_01_08_41.485,6.760000,0.99935895,0.03278623,-0.00176324,-0.01427127,0.99958646,0.02840863,-0.00446002,-0.02863987,0.99744278,-0.06548010,0.00258841,0.06558076,0.99784392,3.760489,0.255560,1.628050,-8.729051,-0.931071,4.916957
2026_06_09_01_08_41.505,6.780000,0.99935830,0.03281617,-0.00169555,-0.01425661,0.99958777,0.02838363,-0.00432461,-0.02860620,0.99743968,-0.06554187,0.00245322,0.06563856,0.99784046,3.763807,0.247801,1.626616,-8.792233,-1.170020,5.294173
2026_06_09_01_08_41.525,6.800000,0.99935758,0.03284669,-0.00163808,-0.01424276,0.99958891,0.02835960,-0.00420972,-0.02857482,0.99743646,-0.06560452,0.00233841,0.06569785,0.99783683,3.767210,0.241218,1.625237,-11.167440,-0.617088,5.860285
2026_06_09_01_08_41.544,6.820000,0.99935681,0.03287721,-0.00159010,-0.01423273,0.99958980,0.02834260,-0.00411403,-0.02855171,0.99743301,-0.06566688,0.00224230,0.06575740,0.99783313,3.770629,0.235734,1.624262,-11.534091,-0.512764,7.264946
2026_06_09_01_08_41.565,6.840000,0.99935609,0.03290685,-0.00154169,-0.01422094,0.99959075,0.02832210,-0.00401733,-0.02852502,0.99742979,-0.06572748,0.00214547,0.06581517,0.99782950,3.773946,0.230194,1.623086,-10.717167,-1.241627,7.527394
2026_06_09_01_08_41.584,6.860000,0.99935538,0.03293725,-0.00149106,-0.01420574,0.99959195,0.02829494,-0.00391599,-0.02849138,0.99742669,-0.06578967,0.00204440,0.06587440,0.99782580,3.777346,0.224387,1.621529,-12.477860,-1.841571,6.073539
2026_06_09_01_08_41.604,6.880000,0.99935454,0.03297023,-0.00144699,-0.01419236,0.99959296,0.02827098,-0.00382796,-0.02846181,0.99742305,-0.06585683,0.00195625,0.06593898,0.99782175,3.781054,0.219342,1.620155,-14.881290,-2.240861,5.463595
2026_06_09_01_08_41.624,6.900000,0.99935353,0.03300675,-0.00141361,-0.01418262,0.99959373,0.02825359,-0.00376163,-0.02844023,0.99741882,-0.06593072,0.00188915,0.06601092,0.99781710,3.785185,0.215542,1.619158,-15.218516,-3.275572,7.565259
2026_06_09_01_08_41.644,6.920000,0.99935246,0.03304519,-0.00138849,-0.01417377,0.99959433,0.02823742,-0.00371194,-0.02842095,0.99741423,-0.06600822,0.00183844,0.06608694,0.99781215,3.789550,0.212695,1.618230,-15.054148,-4.049685,11.876721
2026_06_09_01_08_41.663,6.940000,0.99935126,0.03308269,-0.00137134,-0.01416537,0.99959493,0.02822163,-0.00367815,-0.02840310,0.99740976,-0.06608360,0.00180364,0.06616130,0.99780732,3.793820,0.210759,1.617325,-16.023697,-3.825490,16.409277
2026_06_09_01_08_41.683,6.960000,0.99935031,0.03311654,-0.00136304,-0.01415878,0.99959534,0.02820889,-0.00366209,-0.02838944,0.99740565,-0.06615144,0.00178653,0.06622864,0.99780285,3.797687,0.209838,1.616595,-16.161310,-4.157763,20.483297
2026_06_09_01_08_41.703,6.980000,0.99934959,0.03314165,-0.00136065,-0.01415130,0.99959576,0.02819400,-0.00365753,-0.02837437,0.99740273,-0.06620167,0.00178154,0.06627870,0.99779958,3.800561,0.209577,1.615741,-16.180826,-5.839105,24.790789
2026_06_09_01_08_41.722,7.000000,0.99934936,0.03315241,-0.00135871,-0.01414198,0.99959630,0.02817547,-0.00365333,-0.02835565,0.99740183,-0.06622324,0.00177797,0.06630010,0.99779814,3.801790,0.209336,1.614679,-17.771627,-7.287301,26.912420
2026_06_09_01_08_41.743,7.020000,0.99934965,0.03314776,-0.00135710,-0.01413311,0.99959683,0.02815787,-0.00364940,-0.02833781,0.99740297,-0.06621404,0.00177548,0.06629077,0.99779874,3.801255,0.209111,1.613670,-18.673601,-7.386643,24.763456
2026_06_09_01_08_41.762,7.040000,0.99935025,0.03313227,-0.00136047,-0.01412828,0.99959707,0.02814805,-0.00365538,-0.02832835,0.99740529,-0.06618304,0.00178297,0.06625993,0.99780083,3.799484,0.209454,1.613107,-16.868916,-7.592503,21.200535
2026_06_09_01_08_41.782,7.060000,0.99935097,0.03311165,-0.00137039,-0.01412565,0.99959719,0.02814222,-0.00367445,-0.02832372,0.99740815,-0.06614161,0.00180356,0.06621904,0.99780351,3.797136,0.210547,1.612773,-14.079470,-7.538709,18.448019
2026_06_09_01_08_41.803,7.080000,0.99935174,0.03308972,-0.00138371,-0.01412033,0.99959743,0.02813077,-0.00370009,-0.02831392,0.99741137,-0.06609746,0.00183114,0.06617562,0.99780631,3.794642,0.212016,1.612117,-12.974975,-6.787186,16.596422
2026_06_09_01_08_41.822,7.100000,0.99935251,0.03306841,-0.00139633,-0.01411319,0.99959773,0.02811575,-0.00372425,-0.02830045,0.99741459,-0.06605458,0.00185745,0.06613340,0.99780905,3.792218,0.213400,1.611256,-13.672667,-6.365390,14.629150
2026_06_09_01_08_41.842,7.120000,0.99935323,0.03304908,-0.00140775,-0.01410648,0.99959803,0.02810166,-0.00374610,-0.02828776,0.99741751,-0.06601569,0.00188127,0.06609513,0.99781156,3.790020,0.214652,1.610448,-13.942430,-5.478772,12.235809
2026_06_09_01_08_41.861,7.140000,0.99935383,0.03303293,-0.00142480,-0.01410172,0.99959821,0.02809108,-0.00377939,-0.02827935,0.99741995,-0.06598298,0.00191611,0.06606334,0.99781358,3.788196,0.216560,1.609842,-13.869710,-3.882073,10.092823
2026_06_09_01_08_41.881,7.160000,0.99935424,0.03302066,-0.00145179,-0.01409985,0.99959815,0.02808561,-0.00383288,-0.02827737,0.99742168,-0.06595773,0.00197053,0.06603961,0.99781507,3.786833,0.219624,1.609529,-14.105554,-2.656180,9.957639
2026_06_09_01_08_41.901,7.180000,0.99935454,0.03300967,-0.00148169,-0.01409967,0.99959803,0.02808332,-0.00389231,-0.02827896,0.99742311,-0.06593496,0.00203061,0.06601852,0.99781632,3.785622,0.223030,1.609398,-14.243300,-2.466918,11.255845
2026_06_09_01_08_41.921,7.200000,0.99935490,0.03299491,-0.00150776,-0.01409961,0.99959785,0.02808154,-0.00394400,-0.02828053,0.99742508,-0.06590474,0.00208313,0.06598978,0.99781811,3.783972,0.225992,1.609296,-14.700337,-2.753272,11.462536
2026_06_09_01_08_41.941,7.220000,0.99935555,0.03297574,-0.00153348,-0.01409936,0.99959773,0.02807942,-0.00399485,-0.02828168,0.99742764,-0.06586574,0.00213510,0.06595223,0.99782050,3.781816,0.228906,1.609175,-15.446162,-3.104354,9.884996
2026_06_09_01_08_41.961,7.240000,0.99935615,0.03295531,-0.00156896,-0.01410182,0.99959737,0.02808207,-0.00406537,-0.02828890,0.99743015,-0.06582394,0.00220645,0.06591244,0.99782300,3.779532,0.232946,1.609328,-17.586477,-3.916839,9.525274
2026_06_09_01_08_41.981,7.260000,0.99935669,0.03293208,-0.00161415,-0.01411415,0.99959636,0.02810384,-0.00415585,-0.02831646,0.99743253,-0.06577623,0.00229661,0.06586736,0.99782574,3.776944,0.238131,1.610576,-20.079620,-4.930286,12.584230
2026_06_09_01_08_42.000,7.280000,0.99935734,0.03290003,-0.00165831,-0.01413892,0.99959469,0.02815054,-0.00424482,-0.02836878,0.99743533,-0.06571088,0.00238414,0.06580467,0.99782968,3.773345,0.243229,1.613254,-19.301826,-6.000092,15.025811
2026_06_09_01_08_42.021,7.300000,0.99935812,0.03285852,-0.00169673,-0.01416924,0.99959272,0.02820878,-0.00432245,-0.02843179,0.99743909,-0.06562677,0.00246012,0.06572294,0.99783486,3.768652,0.247677,1.616593,-15.797277,-5.507870,14.155840
2026_06_09_01_08_42.040,7.320000,0.99935913,0.03281420,-0.00173022,-0.01419915,0.99959075,0.02826655,-0.00439008,-0.02849365,0.99744320,-0.06553721,0.00252635,0.06563548,0.99784046,3.763631,0.251553,1.619905,-12.181975,-3.092203,11.074376
2026_06_09_01_08_42.060,7.340000,0.99936002,0.03277384,-0.00175812,-0.01422719,0.99958897,0.02832093,-0.00444655,-0.02855141,0.99744689,-0.06545572,0.00258143,0.06555577,0.99784559,3.759053,0.254788,1.623023,-8.959325,-1.212893,7.819145
2026_06_09_01_08_42.079,7.360000,0.99936074,0.03274088,-0.00178023,-0.01425202,0.99958742,0.02836925,-0.00449144,-0.02860239,0.99744982,-0.06538916,0.00262495,0.06549066,0.99784970,3.755315,0.257360,1.625792,-7.229177,-0.537069,5.039245
2026_06_09_01_08_42.100,7.380000,0.99936110,0.03271632,-0.00180190,-0.01427341,0.99958605,0.02841067,-0.00453545,-0.02864648,0.99745184,-0.06533939,0.00266756,0.06544227,0.99785280,3.752537,0.259882,1.628167,-7.031905,-0.486098,2.517928
2026_06_09_01_08_42.120,7.400000,0.99936134,0.03270106,-0.00182989,-0.01429207,0.99958479,0.02844620,-0.00459217,-0.02868556,0.99745274,-0.06530805,0.00272271,0.06541266,0.99785459,3.750837,0.263132,1.630204,-5.494762,-0.465710,2.568280
2026_06_09_01_08_42.139,7.420000,0.99936134,0.03269349,-0.00185947,-0.01430705,0.99958372,0.02847424,-0.00465206,-0.02871741,0.99745291,-0.06529202,0.00278107,0.06539843,0.99785537,3.750021,0.266564,1.631812,-3.146089,0.388898,4.588775
2026_06_09_01_08_42.159,7.440000,0.99936122,0.03269041,-0.00188224,-0.01431905,0.99958283,0.02849675,-0.00469826,-0.02874287,0.99745262,-0.06528515,0.00282588,0.06539296,0.99785560,3.749707,0.269211,1.633103,-3.227278,1.962180,5.057684
2026_06_09_01_08_42.179,7.460000,0.99936092,0.03269241,-0.00190164,-0.01433426,0.99958181,0.02852586,-0.00473810,-0.02877454,0.99745148,-0.06528851,0.00286361,0.06539755,0.99785519,3.749971,0.271494,1.634772,-4.433500,2.824773,4.469128
2026_06_09_01_08_42.205,7.480000,0.99936032,0.03269955,-0.00192622,-0.01435571,0.99958038,0.02856709,-0.00478883,-0.02881904,0.99744928,-0.06530196,0.00291113,0.06541257,0.99785405,3.750834,0.274401,1.637136,-4.653293,2.648741,5.248240
2026_06_09_01_08_42.219,7.500000,0.99935967,0.03270688,-0.00195342,-0.01438209,0.99957865,0.02861797,-0.00484511,-0.02887353,0.99744684,-0.06531568,0.00296354,0.06542805,0.99785286,3.751724,0.277626,1.640053,-4.121072,2.446804,6.711869
2026_06_09_01_08_42.238,7.520000,0.99935913,0.03270932,-0.00197478,-0.01441232,0.99957675,0.02867698,-0.00488986,-0.02893535,0.99744475,-0.06531979,0.00300420,0.06543364,0.99785239,3.752045,0.280190,1.643436,-2.521279,3.418614,6.202218
2026_06_09_01_08_42.258,7.540000,0.99935848,0.03271092,-0.00199239,-0.01444228,0.99957490,0.02873568,-0.00492706,-0.02899637,0.99744284,-0.06532233,0.00303738,0.06543743,0.99785203,3.752263,0.282322,1.646801,-0.336171,4.178264,3.609556
2026_06_09_01_08_42.278,7.560000,0.99935788,0.03271722,-0.00201159,-0.01447070,0.99957311,0.02879119,-0.00496748,-0.02905445,0.99744034,-0.06533420,0.00307372,0.06545064,0.99785107,3.753022,0.284638,1.649984,2.540573,3.342157,1.077908
2026_06_09_01_08_42.297,7.580000,0.99935704,0.03273053,-0.00202935,-0.01449485,0.99957156,0.02883823,-0.00500493,-0.02910391,0.99743724,-0.06536014,0.00310723,0.06547780,0.99784917,3.754582,0.286784,1.652680,6.020134,2.183079,-0.414401
2026_06_09_01_08_42.317,7.600000,0.99935615,0.03275137,-0.00204111,-0.01450954,0.99957061,0.02886670,-0.00503000,-0.02913410,0.99743366,-0.06540133,0.00312917,0.06551979,0.99784636,3.756994,0.288220,1.654313,8.969595,0.538051,-1.289923
2026_06_09_01_08_42.337,7.620000,0.99935520,0.03277749,-0.00205091,-0.01451614,0.99957013,0.02887911,-0.00505079,-0.02914800,0.99742985,-0.06545317,0.00314758,0.06557226,0.99784285,3.760007,0.289411,1.655024,8.275022,-1.399523,-0.086842
2026_06_09_01_08_42.357,7.640000,0.99935418,0.03280632,-0.00206338,-0.01451816,0.99956995,0.02888219,-0.00507668,-0.02915296,0.99742591,-0.06551035,0.00317153,0.06563018,0.99783897,3.763333,0.290895,1.655201,2.289956,-2.694387,4.317336
2026_06_09_01_08_42.377,7.660000,0.99935329,0.03283037,-0.00207455,-0.01452342,0.99956954,0.02889185,-0.00510003,-0.02916428,0.99742246,-0.06555802,0.00319279,0.06567854,0.99783576,3.766110,0.292233,1.655755,-3.962639,-3.678373,9.556111
2026_06_09_01_08_42.396,7.680000,0.99935263,0.03284257,-0.00207978,-0.01453932,0.99956858,0.02892320,-0.00511188,-0.02919642,0.99741995,-0.06558213,0.00320184,0.06570309,0.99783409,3.767520,0.292912,1.657552,-4.757819,-3.777693,11.150950
2026_06_09_01_08_42.417,7.700000,0.99935216,0.03284687,-0.00207776,-0.01456260,0.99956721,0.02896984,-0.00510950,-0.02924284,0.99741805,-0.06559067,0.00319616,0.06571170,0.99783355,3.768015,0.292776,1.660226,-0.874436,-2.641809,8.645920
2026_06_09_01_08_42.443,7.720000,0.99935174,0.03285005,-0.00206916,-0.01458682,0.99956590,0.02901878,-0.00509399,-0.02929066,0.99741620,-0.06559715,0.00317728,0.06571788,0.99783319,3.768369,0.291887,1.663031,2.405136,-1.243918,4.336410
2026_06_09_01_08_42.457,7.740000,0.99935126,0.03285469,-0.00205612,-0.01461055,0.99956459,0.02906704,-0.00506963,-0.02933725,0.99741423,-0.06560667,0.00314953,0.06572683,0.99783266,3.768883,0.290491,1.665797,3.993269,-0.828158,0.582063
2026_06_09_01_08_42.477,7.760000,0.99935067,0.03286324,-0.00203980,-0.01463460,0.99956334,0.02911612,-0.00503883,-0.02938426,0.99741167,-0.06562410,0.00311507,0.06574350,0.99783170,3.769840,0.288726,1.668611,3.553941,-0.506949,-1.681446
2026_06_09_01_08_42.496,7.780000,0.99934977,0.03287931,-0.00202126,-0.01466140,0.99956191,0.02917082,-0.00500400,-0.02943665,0.99740797,-0.06565659,0.00307578,0.06577513,0.99782974,3.771656,0.286731,1.671746,0.949721,1.277245,-3.691226
2026_06_09_01_08_42.515,7.800000,0.99934840,0.03290803,-0.00200031,-0.01469196,0.99956030,0.02923312,-0.00496499,-0.02949643,0.99740243,-0.06571439,0.00303105,0.06583194,0.99782610,3.774918,0.284495,1.675317,0.028391,2.990122,-4.418648
2026_06_09_01_08_42.536,7.820000,0.99934667,0.03294911,-0.00197257,-0.01472321,0.99955869,0.02929720,-0.00491279,-0.02955718,0.99739516,-0.06579709,0.00297233,0.06591326,0.99782091,3.779587,0.281504,1.678990,2.414167,2.853732,-3.742593
2026_06_09_01_08_42.556,7.840000,0.99934465,0.03300052,-0.00193561,-0.01475103,0.99955732,0.02935497,-0.00484227,-0.02961048,0.99738675,-0.06590068,0.00289510,0.06601489,0.99781442,3.785422,0.277463,1.682301,4.598806,2.666844,-3.494152
2026_06_09_01_08_42.575,7.860000,0.99934226,0.03306401,-0.00189230,-0.01477422,0.99955630,0.02940387,-0.00475909,-0.02965414,0.99737698,-0.06602861,0.00280511,0.06614044,0.99780637,3.792631,0.272697,1.685104,4.850614,3.353202,-2.589486
2026_06_09_01_08_42.595,7.880000,0.99933970,0.03313528,-0.00184221,-0.01479374,0.99955553,0.02944585,-0.00466238,-0.02969002,0.99736637,-0.06617230,0.00270160,0.06628132,0.99779731,3.800720,0.267155,1.687510,4.103500,3.327419,0.330638
2026_06_09_01_08_42.615,7.900000,0.99933720,0.03320727,-0.00177986,-0.01480947,0.99955505,0.02948111,-0.00454092,-0.02971752,0.99735594,-0.06631781,0.00257379,0.06642325,0.99778819,3.808869,0.260196,1.689530,2.163499,3.069112,3.640018
2026_06_09_01_08_42.635,7.920000,0.99933487,0.03327627,-0.00169929,-0.01482003,0.99955493,0.02950726,-0.00438263,-0.02973344,0.99734610,-0.06645791,0.00241001,0.06655864,0.99777961,3.816643,0.251126,1.691028,-0.101598,2.693442,6.133917
2026_06_09_01_08_42.655,7.940000,0.99933308,0.03333543,-0.00158895,-0.01482306,0.99955553,0.02952041,-0.00416404,-0.02973229,0.99733806,-0.06657930,0.00218751,0.06667350,0.99777246,3.823237,0.238600,1.691780,-1.350952,1.897478,7.584332
2026_06_09_01_08_42.682,7.960000,0.99933195,0.03337881,-0.00143150,-0.01481785,0.99955678,0.02952034,-0.00385030,-0.02971147,0.99733257,-0.06667060,0.00187189,0.06675544,0.99776763,3.827940,0.220623,1.691774,-3.362826,2.168430,7.475554
2026_06_09_01_08_42.694,7.980000,0.99933171,0.03339926,-0.00120242,-0.01480820,0.99955857,0.02951630,-0.00339239,-0.02967693,0.99733043,-0.06671826,0.00141406,0.06678949,0.99776608,3.829892,0.194385,1.691539,-8.357151,2.706321,11.560999
2026_06_09_01_08_42.714,8.000000,0.99933314,0.03337242,-0.00082934,-0.01479356,0.99956095,0.02951203,-0.00264496,-0.02962274,0.99733484,-0.06667579,0.00067018,0.06672486,0.99777120,3.826178,0.151557,1.691291,-14.520787,0.330406,27.315865
2026_06_09_01_08_42.733,8.020000,0.99933767,0.03326214,-0.00021217,-0.01476378,0.99956399,0.02949389,-0.00140621,-0.02952212,0.99735135,-0.06647395,-0.00055809,0.06648649,0.99778718,3.812489,0.080576,1.690246,-21.663776,-3.753809,47.478218
2026_06_09_01_08_42.753,8.040000,0.99934554,0.03303978,0.00072684,-0.01471495,0.99956590,0.02945867,0.00048037,-0.02936261,0.99738371,-0.06605771,-0.00242509,0.06601493,0.99781567,3.785419,-0.027525,1.688226,-32.351765,-7.687246,63.780102
2026_06_09_01_08_42.774,8.060000,0.99935651,0.03267718,0.00207996,-0.01464489,0.99956238,0.02940686,0.00320013,-0.02913499,0.99743545,-0.06537322,-0.00511434,0.06525137,0.99785572,3.741611,-0.183368,1.685265,-45.376373,-14.963708,85.086182
2026_06_09_01_08_42.793,8.080000,0.99937004,0.03211999,0.00404611,-0.01453886,0.99954450,0.02931932,0.00715314,-0.02879947,0.99751383,-0.06431717,-0.00902110,0.06408186,0.99790388,3.674558,-0.409879,1.680281,-61.924236,-27.128237,124.884361
2026_06_09_01_08_42.813,8.100000,0.99938279,0.03131037,0.00686016,-0.01438053,0.99949229,0.02917289,0.01281134,-0.02831371,0.99762571,-0.06277939,-0.01461238,0.06238478,0.99794519,3.577353,-0.734110,1.671981,-81.203362,-39.289932,186.460587
2026_06_09_01_08_42.833,8.120000,0.99938494,0.03019116,0.01086569,-0.01415023,0.99936342,0.02893915,0.02086359,-0.02762696,0.99777651,-0.06065268,-0.02257244,0.06003767,0.99794084,3.443107,-1.195570,1.658806,-93.123199,-50.832661,271.279907
2026_06_09_01_08_42.853,8.140000,0.99935681,0.02870341,0.01646398,-0.01382381,0.99907565,0.02857498,0.03211320,-0.02668469,0.99797004,-0.05782508,-0.03370036,0.05691470,0.99781013,3.264832,-1.840403,1.638415,-86.881081,-58.482239,361.395660
2026_06_09_01_08_42.873,8.160000,0.99926758,0.02681040,0.02379557,-0.01339164,0.99850887,0.02803961,0.04683822,-0.02548773,0.99820375,-0.05421885,-0.04827436,0.05294420,0.99742997,3.038668,-2.684812,1.608646,-65.058060,-55.402599,456.519867
2026_06_09_01_08_42.893,8.180000,0.99907982,0.02447718,0.03278864,-0.01285452,0.99751931,0.02729054,0.06488766,-0.02408024,0.99847126,-0.04975228,-0.06614622,0.04806635,0.99665153,2.761316,-3.720677,1.567246,-27.840866,-45.656631,599.750793
2026_06_09_01_08_42.913,8.200000,0.99875158,0.02169107,0.04331436,-0.01219548,0.99595028,0.02623958,0.08599150,-0.02248144,0.99876153,-0.04438445,-0.08704963,0.04227149,0.99530673,2.432117,-4.933406,1.509292,33.792931,-35.387569,810.313232
2026_06_09_01_08_42.933,8.220000,0.99823725,0.01849292,0.05524163,-0.01134667,0.99363923,0.02469650,0.10986884,-0.02061019,0.99905854,-0.03817425,-0.11070818,0.03566702,0.99321276,2.056803,-6.308219,1.423875,121.911690,-34.269859,1066.683228
2026_06_09_01_08_42.952,8.240000,0.99749094,0.01500206,0.06843383,-0.01018055,0.99042636,0.02236331,0.13621879,-0.01825671,0.99934256,-0.03132223,-0.13682970,0.02853546,0.99018347,1.650835,-7.829679,1.293584,216.870056,-57.721409,1326.198975
2026_06_09_01_08_42.971,8.260000,0.99646723,0.01146456,0.08275514,-0.00856328,0.98615652,0.01896356,0.16472922,-0.01516855,0.99959046,-0.02426543,-0.16512193,0.02143080,0.98604029,1.245174,-9.482203,1.101730,264.853485,-93.036224,1562.250244
2026_06_09_01_08_42.992,8.280000,0.99512571,0.00812477,0.09806895,-0.00641729,0.98068261,0.01436559,0.19507758,-0.01117844,0.99978560,-0.01742901,-0.19528614,0.01491167,0.98063296,0.871246,-11.250084,0.839303,240.337616,-130.237366,1782.180298
2026_06_09_01_08_43.012,8.300000,0.99343216,0.00519428,0.11424393,-0.00373046,0.97386879,0.00859876,0.22694844,-0.00622509,0.99991822,-0.01117270,-0.22702596,0.00946797,0.97384268,0.557069,-13.118446,0.505916,157.228699,-170.945755,2003.867676
2026_06_09_01_08_43.031,8.320000,0.99135852,0.00287933,0.13114810,-0.00052799,0.96559978,0.00180210,0.26002654,-0.00029162,0.99998283,-0.00584739,-0.26003262,0.00557041,0.96558380,0.330557,-15.072747,0.106939,30.173584,-208.764114,2252.384766
2026_06_09_01_08_43.051,8.340000,0.98888552,0.00126470,0.14864078,0.00314238,0.95579207,-0.00583895,0.29398540,0.00659089,0.99997705,-0.00156711,-0.29396948,0.00343545,0.95580864,0.205952,-17.097967,-0.350042,-130.378662,-245.294220,2562.681885
2026_06_09_01_08_43.070,8.360000,0.98604399,0.00029547,0.16633007,0.00718484,0.94456536,-0.01407084,0.32802176,0.01426742,0.99989659,0.00180743,-0.32801330,0.00297279,0.94466841,0.180318,-19.150158,-0.853514,-318.388489,-277.512878,2943.119629
2026_06_09_01_08_43.091,8.380000,0.98291600,-0.00012949,0.18369691,0.01147727,0.93224746,-0.02260996,0.36111429,0.02251481,0.99973649,0.00447123,-0.36112025,0.00396213,0.93251085,0.243459,-21.170204,-1.389435,-507.560913,-307.032867,3337.959961
2026_06_09_01_08_43.111,8.400000,0.97958559,-0.00003420,0.20039511,0.01593480,0.91917574,-0.03123272,0.39260721,0.03120530,0.99949217,0.00645351,-0.39260942,0.00631951,0.91968358,0.393725,-23.118528,-1.946251,-674.997192,-340.955231,3711.923340
2026_06_09_01_08_43.131,8.420000,0.97614682,0.00057504,0.21613973,0.02050995,0.90572590,-0.03979287,0.42199180,0.04029002,0.99915802,0.00774339,-0.42194465,0.00998867,0.90656656,0.631314,-24.962240,-2.515845,-820.702148,-377.901123,4089.604980
2026_06_09_01_08_43.151,8.440000,0.97269911,0.00163910,0.23069577,0.02516239,0.89229262,-0.04819461,0.44887763,0.04970713,0.99872833,0.00842102,-0.44871265,0.01479841,0.89355356,0.948876,-26.673660,-3.091889,-948.937866,-404.358917,4478.705078
2026_06_09_01_08_43.171,8.460000,0.96931696,0.00311180,0.24397765,0.02982985,0.87917018,-0.05631074,0.47316900,0.05934757,0.99820101,0.00852299,-0.47279772,0.02058827,0.88093042,1.338918,-28.242281,-3.665051,-1064.401001,-425.935242,4865.673828
2026_06_09_01_08_43.190,8.480000,0.96606511,0.00491884,0.25594255,0.03445971,0.86661184,-0.06406277,0.49485335,0.06909852,0.99757665,0.00813557,-0.49417534,0.02714325,0.86893845,1.789313,-29.662264,-4.228112,-1179.070557,-455.400208,5240.891602
2026_06_09_01_08_43.210,8.500000,0.96301085,0.00696575,0.26653561,0.03899349,0.85487652,-0.07138906,0.51389658,0.07881555,0.99686199,0.00737012,-0.51281011,0.03420249,0.85782051,2.283421,-30.926006,-4.773934,-1303.308594,-488.772919,5594.298828
2026_06_09_01_08_43.230,8.520000,0.96022743,0.00919099,0.27568668,0.04330890,0.84424239,-0.07810511,0.53023988,0.08824044,0.99607974,0.00622850,-0.52864772,0.04153024,0.84782475,2.804568,-32.024021,-5.286065,-1434.364502,-526.874695,5915.738770
