UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz
2026_06_09_01_08_36.808,2.040000,0.98037809,-0.02438961,-0.19481941,-0.01758116,0.92347258,0.04397551,-0.38113576,-0.02496923,0.99819207,0.05467238,0.38285094,-0.04097177,0.92290109,-2.542138,22.405703,2.726550,4453.682617,-558.447205,-992.635742
2026_06_09_01_08_36.827,2.060000,0.97534525,-0.02928981,-0.21750818,-0.02310714,0.90431249,0.05781642,-0.42293751,-0.03233333,0.99721634,0.06718733,0.42564476,-0.04708336,0.90366459,-2.982787,25.022028,3.658445,5138.270996,-667.484375,-1127.249390
2026_06_09_01_08_36.847,2.080000,0.97013748,-0.03401589,-0.23844409,-0.02864798,0.88464743,0.07180674,-0.46069813,-0.03936318,0.99604440,0.07966207,0.46459609,-0.05233830,0.88397467,-3.388658,27.434185,4.640861,5808.214355,-779.263977,-1217.582520
2026_06_09_01_08_36.867,2.100000,0.96486741,-0.03845827,-0.25766507,-0.03406776,0.86489618,0.08556044,-0.49460489,-0.04592304,0.99472070,0.09177041,0.49984562,-0.05665812,0.86425936,-3.751040,29.645884,5.650058,6434.561523,-894.697388,-1253.468994
2026_06_09_01_08_36.887,2.120000,0.95965242,-0.04255697,-0.27516282,-0.03926418,0.84548748,0.09878013,-0.52477944,-0.05193974,0.99329448,0.10328788,0.53146327,-0.06007171,0.84494865,-4.066906,31.655727,6.664270,6989.620117,-1008.594971,-1231.027832
2026_06_09_01_08_36.906,2.140000,0.95463729,-0.04628493,-0.29081988,-0.04414810,0.82694948,0.11121200,-0.55116820,-0.05736969,0.99181730,0.11404894,0.55934179,-0.06269235,0.82656300,-4.337730,33.449657,7.660010,7462.300781,-1108.673584,-1173.860840
2026_06_09_01_08_36.927,2.160000,0.94997120,-0.04964200,-0.30449909,-0.04868878,0.80981940,0.12273777,-0.57369673,-0.06227398,0.99033016,0.12396833,0.58336473,-0.06466557,0.80963194,-4.566875,35.010994,8.618901,7869.218750,-1196.910889,-1114.703125
2026_06_09_01_08_36.947,2.180000,0.94578248,-0.05261811,-0.31611916,-0.05287209,0.79454643,0.13327818,-0.59239590,-0.06674381,0.98887175,0.13295834,0.60352397,-0.06610282,0.79460001,-4.755839,36.329887,9.522916,8225.925781,-1278.346558,-1061.472656
2026_06_09_01_08_36.967,2.200000,0.94217235,-0.05520605,-0.32565615,-0.05667309,0.78147244,0.14274801,-0.60739100,-0.07083525,0.98748088,0.14093910,0.61990583,-0.06711535,0.78180075,-4.907010,37.403847,10.352593,8531.111328,-1352.740967,-1016.722656
2026_06_09_01_08_36.990,2.220000,0.93920362,-0.05739621,-0.33315566,-0.06008106,0.77079517,0.15110044,-0.61890513,-0.07461295,0.98619187,0.14784615,0.63269883,-0.06778078,0.77142596,-5.021726,38.239040,11.091972,8770.851563,-1417.594727,-987.610840
2026_06_09_01_08_37.006,2.240000,0.93691361,-0.05915396,-0.33869287,-0.06309425,0.76261252,0.15829778,-0.62718737,-0.07815768,0.98503983,0.15358345,0.64211643,-0.06810516,0.76357591,-5.097236,38.845776,11.727395,8946.167969,-1469.369995,-976.820801
2026_06_09_01_08_37.026,2.260000,0.93532741,-0.06045872,-0.34232834,-0.06571704,0.75698519,0.16432737,-0.63243186,-0.08154044,0.98405200,0.15809101,0.64832449,-0.06810378,0.75831211,-5.132326,39.232658,12.248717,9067.556641,-1510.220337,-982.020508
2026_06_09_01_08_37.045,2.280000,0.93445951,-0.06132350,-0.34410197,-0.06796053,0.75395042,0.16921580,-0.63476354,-0.08480965,0.98324156,0.16137937,0.65143389,-0.06783797,0.75566655,-5.130204,39.405350,12.650712,9137.753906,-1539.856689,-1005.312500
2026_06_09_01_08_37.065,2.300000,0.93429959,-0.06174885,-0.34408736,-0.06982344,0.75345719,0.17296602,-0.63433838,-0.08797802,0.98262352,0.16343457,0.65158439,-0.06733312,0.75558197,-5.092794,39.373829,12.929943,9163.273438,-1555.031494,-1059.347656
2026_06_09_01_08_37.085,2.320000,0.93479425,-0.06172580,-0.34243855,-0.07131292,0.75530064,0.17560039,-0.63141549,-0.09105124,0.98220879,0.16424242,0.64902282,-0.06656125,0.75785154,-5.019714,39.157516,13.089192,9143.224609,-1553.201172,-1141.397217
2026_06_09_01_08_37.104,2.340000,0.93588102,-0.06127154,-0.33929998,-0.07244335,0.75925499,0.17717558,-0.62621135,-0.09401784,0.98199552,0.16384581,0.64396626,-0.06552570,0.76224267,-4.913677,38.774006,13.136141,9070.984375,-1535.940308,-1231.891113
2026_06_09_01_08_37.124,2.360000,0.93752205,-0.06042764,-0.33472222,-0.07322499,0.76519829,0.17775303,-0.61876929,-0.09684715,0.98197323,0.16232455,0.63646853,-0.06428443,0.76861906,-4.781230,38.229134,13.078644,8945.279297,-1505.548828,-1325.906738
2026_06_09_01_08_37.144,2.380000,0.93968678,-0.05924137,-0.32871416,-0.07366335,0.77304143,0.17738791,-0.60904884,-0.09949400,0.98212832,0.15976503,0.62650454,-0.06290828,0.77687490,-4.629827,37.523521,12.924738,8773.929688,-1461.911255,-1433.494629
2026_06_09_01_08_37.165,2.400000,0.94232494,-0.05774222,-0.32132399,-0.07375941,0.78262091,0.17611858,-0.59706515,-0.10190275,0.98245078,0.15622520,0.61410123,-0.06142252,0.78683347,-4.463953,36.662693,12.683330,8565.104492,-1405.432617,-1563.073730
2026_06_09_01_08_37.184,2.420000,0.94535232,-0.05592822,-0.31269181,-0.07351815,0.79363781,0.17397769,-0.58298439,-0.10402451,0.98293424,0.15172078,0.59943134,-0.05976669,0.79819173,-4.282495,35.663349,12.365447,8320.636719,-1336.770020,-1713.138184
2026_06_09_01_08_37.204,2.440000,0.94867200,-0.05379680,-0.30299297,-0.07295648,0.80574524,0.17102364,-0.56703228,-0.10582343,0.98356652,0.14628164,0.58273154,-0.05786044,0.81060231,-4.083124,34.546082,11.984363,8036.625977,-1259.377319,-1865.883057
2026_06_09_01_08_37.224,2.460000,0.95220459,-0.05137735,-0.29235026,-0.07209829,0.81866634,0.16734502,-0.54934609,-0.10726428,0.98432440,0.13999940,0.56416297,-0.05568759,0.82378340,-3.867584,33.324619,11.553628,7711.197754,-1174.968506,-2004.825684
2026_06_09_01_08_37.243,2.480000,0.95588976,-0.04871686,-0.28082901,-0.07096934,0.83219683,0.16303994,-0.52996838,-0.10831551,0.98518002,0.13299640,0.54379797,-0.05327540,0.83752346,-3.639985,32.005676,11.085528,7350.471680,-1083.397705,-2129.033691
2026_06_09_01_08_37.263,2.500000,0.95967633,-0.04584733,-0.26847184,-0.06958565,0.84616143,0.15817684,-0.50891149,-0.10894197,0.98611170,0.12536077,0.52167273,-0.05063362,0.85164177,-3.402716,30.593605,10.589136,6964.435547,-984.758850,-2243.107666
2026_06_09_01_08_37.283,2.520000,0.96350741,-0.04278663,-0.25535268,-0.06795574,0.86035407,0.15280308,-0.48625317,-0.10910036,0.98710263,0.11715584,0.49788359,-0.04774511,0.86592865,-3.156181,29.096752,10.071736,6562.881348,-881.622559,-2349.658936
2026_06_09_01_08_37.303,2.540000,0.96731341,-0.03953195,-0.24160679,-0.06609262,0.87451589,0.14696693,-0.46219343,-0.10876218,0.98813796,0.10841642,0.47264451,-0.04454272,0.88012677,-2.897449,27.530764,9.540414,6144.265625,-775.266602,-2443.270508
2026_06_09_01_08_37.323,2.560000,0.97102922,-0.03608181,-0.22738175,-0.06401439,0.88839936,0.14072838,-0.43696913,-0.10791100,0.98920053,0.09918439,0.44620815,-0.04096158,0.89399129,-2.623580,25.912567,9.001905,5706.656250,-667.853271,-2509.502441
2026_06_09_01_08_37.343,2.580000,0.97461021,-0.03246005,-0.21276456,-0.06174634,0.90183723,0.13416994,-0.41071644,-0.10654454,0.99026746,0.08954665,0.41873363,-0.03699692,0.90735519,-2.335083,24.251635,8.462678,5253.594727,-560.999817,-2539.684570
2026_06_09_01_08_37.362,2.600000,0.97802621,-0.02870356,-0.19779448,-0.05931514,0.91471809,0.12737834,-0.38349125,-0.10466871,0.99131566,0.07961009,0.39030150,-0.03268126,0.92010689,-2.034382,22.551767,7.928281,4791.792969,-457.707153,-2537.671631
2026_06_09_01_08_37.382,2.620000,0.98124850,-0.02484910,-0.18252116,-0.05674561,0.92693192,0.12043405,-0.35537708,-0.10229211,0.99232489,0.06948083,0.36101741,-0.02805173,0.93213707,-1.723866,20.818090,7.403379,4330.264648,-360.733795,-2509.393311
2026_06_09_01_08_37.402,2.640000,0.98424613,-0.02092091,-0.16703026,-0.05406240,0.93835628,0.11341026,-0.32653573,-0.09943257,0.99327916,0.05924276,0.33105984,-0.02312253,0.94332641,-1.404239,19.060047,6.891882,3875.431641,-268.871582,-2456.738525
2026_06_09_01_08_37.422,2.660000,0.98699170,-0.01693647,-0.15142706,-0.05128641,0.94887912,0.10636780,-0.29717728,-0.09610924,0.99416572,0.04896460,0.30065170,-0.01790000,0.95356601,-1.075489,17.289415,6.396532,3431.648193,-184.779480,-2379.665283
2026_06_09_01_08_37.441,2.680000,0.98946440,-0.01290601,-0.13582130,-0.04843729,0.95841283,0.09935976,-0.26753041,-0.09234812,0.99497455,0.03869770,0.27003095,-0.01238244,0.96277201,-0.736908,15.518507,5.919211,3000.404785,-110.006363,-2275.094482
2026_06_09_01_08_37.461,2.700000,0.99165314,-0.00884775,-0.12030137,-0.04553297,0.96690863,0.09243462,-0.23778874,-0.08817703,0.99569690,0.02850316,0.23940021,-0.00659245,0.97089857,-0.389064,13.757079,5.461174,2580.477051,-44.253502,-2138.543701
2026_06_09_01_08_37.482,2.720000,0.99355513,-0.00479007,-0.10493407,-0.04259147,0.97434962,0.08563923,-0.20810753,-0.08362866,0.99632603,0.01845700,0.20892361,-0.00057981,0.97793180,-0.033973,12.012357,5.023402,2174.018799,13.178326,-1972.844971
2026_06_09_01_08_37.501,2.740000,0.99517143,-0.00076206,-0.08978926,-0.03963825,0.98073339,0.07903055,-0.17865101,-0.07875685,0.99685645,0.00863494,0.17877182,0.00560142,0.98387462,0.326218,10.291952,4.607457,1785.219727,60.025688,-1782.002441
2026_06_09_01_08_37.521,2.760000,0.99650872,0.00320108,-0.07492279,-0.03669681,0.98607981,0.07265772,-0.14955737,-0.07361706,0.99728620,-0.00088096,0.14908750,0.01187867,0.98875266,0.688357,8.601910,4.214443,1417.553223,96.147743,-1567.949585
2026_06_09_01_08_37.541,2.780000,0.99757832,0.00706816,-0.06038531,-0.03378366,0.99042457,0.06655006,-0.12095574,-0.06825732,0.99761742,-0.01002201,0.12000059,0.01818215,0.99260730,1.049479,6.947776,3.844407,1078.647583,122.361343,-1339.573730
2026_06_09_01_08_37.561,2.800000,0.99839389,0.01082034,-0.04623224,-0.03090681,0.99381471,0.06071385,-0.09298482,-0.06271484,0.99785537,-0.01874814,0.09164713,0.02446370,0.99549103,1.407836,5.335738,3.496210,767.976135,138.799713,-1102.186401
2026_06_09_01_08_37.581,2.820000,0.99897283,0.01444187,-0.03250918,-0.02807137,0.99631029,0.05514609,-0.06576238,-0.05702407,0.99800688,-0.02702891,0.06414076,0.03067922,0.99746919,1.761824,3.770905,3.168340,481.523865,148.091949,-857.251404
2026_06_09_01_08_37.600,2.840000,0.99933416,0.01791838,-0.01925831,-0.02528700,0.99797934,0.04985017,-0.03939718,-0.05123048,0.99807900,-0.03483893,0.03758477,0.03678687,0.99861610,2.109855,2.258043,2.859821,220.625336,149.938416,-608.054077
2026_06_09_01_08_37.621,2.860000,0.99949855,0.02124565,-0.00651476,-0.02256012,0.99889719,0.04482079,-0.01398159,-0.04537443,0.99807930,-0.04217605,0.01206438,0.04276394,0.99901235,2.451300,0.801171,2.569343,-16.121584,143.582809,-352.412659
2026_06_09_01_08_37.640,2.880000,0.99948770,0.02441551,0.00569206,-0.01989445,0.99914360,0.04004646,0.01040682,-0.03949057,0.99801618,-0.04903248,-0.01234975,0.04857952,0.99874294,2.784915,-0.596321,2.295401,-230.594559,129.666962,-91.421455
2026_06_09_01_08_37.660,2.900000,0.99932361,0.02742870,0.01733691,-0.01730481,0.99879998,0.03553726,0.03370106,-0.03363514,0.99789643,-0.05542032,-0.03559966,0.05422027,0.99789417,3.110319,-1.931437,2.037872,-424.699310,110.735016,170.581268
2026_06_09_01_08_37.679,2.920000,0.99902737,0.03029601,0.02841339,-0.01480292,0.99794710,0.03129866,0.05587457,-0.02785541,0.99772602,-0.06137428,-0.05766845,0.05969188,0.99654967,3.428091,-3.203281,1.796514,-597.038574,86.779907,429.572968
2026_06_09_01_08_37.700,2.940000,0.99862045,0.03301676,0.03890570,-0.01239207,0.99666560,0.02731903,0.07688575,-0.02218087,0.99751264,-0.06690666,-0.07852233,0.06497817,0.99479246,3.737430,-4.409905,1.570224,-744.271179,57.789703,678.066040
2026_06_09_01_08_37.720,2.960000,0.99812502,0.03558549,0.04877016,-0.01007920,0.99503976,0.02359162,0.09664008,-0.01664958,0.99726415,-0.07202066,-0.09807478,0.07005440,0.99271029,4.036901,-5.546132,1.358284,-871.585571,25.887432,915.351074
2026_06_09_01_08_37.739,2.980000,0.99756473,0.03798962,0.05796131,-0.00787419,0.99315697,0.02011388,0.11504205,-0.01130617,0.99698955,-0.07670701,-0.11623860,0.07488143,0.99039453,4.324092,-6.606537,1.160308,-983.354980,-7.654655,1143.070679
2026_06_09_01_08_37.758,3.000000,0.99696237,0.04021365,0.06644835,-0.00579036,0.99110216,0.01688980,0.13202730,-0.00620128,0.99669868,-0.08095250,-0.13295871,0.07941347,0.98793495,4.596081,-7.587317,0.976380,-1078.497925,-42.959873,1357.509888
2026_06_09_01_08_37.785,3.020000,0.99633831,0.04224860,0.07423129,-0.00383843,0.98894995,0.01392110,0.14759462,-0.00137642,0.99640065,-0.08475766,-0.14824329,0.08361793,0.98540956,4.850629,-8.488182,0.806538,-1156.343628,-80.059799,1557.207520
2026_06_09_01_08_37.799,3.040000,0.99570960,0.04409492,0.08132592,-0.00202182,0.98676401,0.01119840,0.16177569,0.00314584,0.99610311,-0.08814033,-0.16213231,0.08748262,0.98288345,5.086646,-9.310664,0.650248,-1217.401367,-117.717590,1739.892944
2026_06_09_01_08_37.818,3.060000,0.99509233,0.04575973,0.08773356,-0.00034032,0.98460543,0.00870663,0.17457484,0.00735203,0.99581188,-0.09113003,-0.17463712,0.09101059,0.98041773,5.303866,-10.054658,0.506677,-1264.591064,-153.481903,1905.271729
2026_06_09_01_08_37.838,3.080000,0.99450266,0.04725743,0.09343344,0.00120466,0.98253751,0.00643477,0.18595347,0.01122693,0.99553055,-0.09377017,-0.18572575,0.09422039,0.97807384,5.502877,-10.717516,0.375260,-1300.227051,-187.126236,2053.926270
2026_06_09_01_08_37.858,3.100000,0.99395519,0.04860257,0.09840777,0.00261136,0.98061818,0.00437459,0.19587967,0.01475689,0.99526197,-0.09610361,-0.19537199,0.09713152,0.97590739,5.684317,-11.296947,0.255617,-1327.616211,-219.632462,2188.335938
2026_06_09_01_08_37.878,3.120000,0.99346203,0.04979690,0.10265756,0.00387540,0.97889280,0.00252393,0.20435874,0.01792419,0.99501050,-0.09814698,-0.20358680,0.09973833,0.97396338,5.847400,-11.792831,0.147739,-1349.501709,-249.397644,2309.405273
2026_06_09_01_08_37.898,3.140000,0.99303257,0.05083764,0.10619281,0.00498597,0.97739643,0.00089472,0.21141280,0.02069965,0.99478137,-0.09990791,-0.21039890,0.10202581,0.97227722,5.990845,-12.206058,0.052453,-1365.147217,-276.694489,2415.168457
2026_06_09_01_08_37.918,3.160000,0.99267304,0.05173009,0.10903706,0.00594278,0.97615123,-0.00051748,0.21709113,0.02307947,0.99457735,-0.10140616,-0.21586145,0.10399810,0.97086984,6.114573,-12.539162,-0.030376,-1370.959106,-301.435272,2506.074951
2026_06_09_01_08_37.937,3.180000,0.99238563,0.05247583,0.11122694,0.00675729,0.97516584,-0.00173823,0.22146922,0.02508513,0.99440128,-0.10264934,-0.22005084,0.10565571,0.96974969,6.218395,-12.796285,-0.102137,-1366.957397,-321.841003,2578.032471
2026_06_09_01_08_37.963,3.200000,0.99217194,0.05306921,0.11279722,0.00743625,0.97444296,-0.00278395,0.22461775,0.02672819,0.99425673,-0.10362999,-0.22303921,0.10698514,0.96892089,6.301356,-12.981358,-0.163704,-1358.825195,-338.153625,2629.116211
2026_06_09_01_08_37.977,3.220000,0.99203271,0.05351292,0.11377091,0.00798224,0.97398496,-0.00366085,0.22658323,0.02801371,0.99414527,-0.10435684,-0.22487463,0.10798943,0.96838510,6.363516,-13.096960,-0.215369,-1349.034668,-350.707153,2661.578613
2026_06_09_01_08_37.997,3.240000,0.99196762,0.05381459,0.11416503,0.00839834,0.97379160,-0.00437427,0.22739993,0.02894924,0.99406689,-0.10484707,-0.22559212,0.10868225,0.96814066,6.405608,-13.145011,-0.257390,-1335.453125,-360.680054,2677.322021
2026_06_09_01_08_38.016,3.260000,0.99197620,0.05398011,0.11399130,0.00868838,0.97386098,-0.00493080,0.22709131,0.02954385,0.99402130,-0.10511317,-0.22521532,0.10907476,0.96818429,6.428261,-13.126852,-0.290116,-1318.788574,-367.946411,2676.549805
2026_06_09_01_08_38.037,3.280000,0.99205554,0.05401852,0.11326695,0.00885561,0.97418433,-0.00533348,0.22569095,0.02980753,0.99400717,-0.10517265,-0.22377749,0.10918485,0.96850520,6.432580,-13.044473,-0.313704,-1300.516846,-371.551300,2661.942383
2026_06_09_01_08_38.057,3.300000,0.99220103,0.05394241,0.11201782,0.00890412,0.97474545,-0.00558434,0.22324900,0.02975438,0.99402189,-0.10504859,-0.22132777,0.10903827,0.96908444,6.420209,-12.900885,-0.328269,-1279.224365,-372.627502,2635.975098
2026_06_09_01_08_38.077,3.320000,0.99240685,0.05376248,0.11027332,0.00884220,0.97552323,-0.00569299,0.21982273,0.02940726,0.99406284,-0.10475838,-0.21792123,0.10865861,0.96989876,6.392714,-12.699556,-0.334389,-1254.144287,-372.119171,2597.964355
2026_06_09_01_08_38.096,3.340000,0.99266595,0.05348564,0.10806573,0.00868007,0.97649288,-0.00567289,0.21547486,0.02879275,0.99412787,-0.10431071,-0.21361782,0.10806277,0.97092217,6.351299,-12.444304,-0.332878,-1227.008545,-368.754089,2548.457031
2026_06_09_01_08_38.115,3.360000,0.99297136,0.05311679,0.10542998,0.00842441,0.97762710,-0.00553020,0.21027285,0.02793061,0.99421525,-0.10371053,-0.20848295,0.10726328,0.97212625,6.296944,-12.139236,-0.324129,-1199.090088,-362.187378,2489.267334
2026_06_09_01_08_38.136,3.380000,0.99331534,0.05266135,0.10240235,0.00807732,0.97889704,-0.00526137,0.20428638,0.02683195,0.99432307,-0.10296437,-0.20258494,0.10627292,0.97348106,6.230649,-11.788596,-0.307973,-1168.930420,-353.563232,2422.174805
2026_06_09_01_08_38.156,3.400000,0.99368984,0.05213136,0.09901772,0.00764135,0.98027420,-0.00486240,0.19758251,0.02551012,0.99444789,-0.10209155,-0.19598910,0.10511807,0.97495562,6.154215,-11.396465,-0.284220,-1135.064209,-342.721619,2347.406738
2026_06_09_01_08_38.175,3.420000,0.99408674,0.05154019,0.09531292,0.00712192,0.98172945,-0.00433472,0.19023275,0.02398450,0.99458575,-0.10111322,-0.18876448,0.10382847,0.97651809,6.069629,-10.967175,-0.253000,-1097.646484,-330.147827,2264.916260
2026_06_09_01_08_38.195,3.440000,0.99449807,0.05089204,0.09132908,0.00652746,0.98323280,-0.00368726,0.18231758,0.02227895,0.99473476,-0.10003179,-0.18098879,0.10241637,0.97813797,5.977840,-10.505555,-0.214882,-1056.059326,-316.419678,2175.079346
2026_06_09_01_08_38.215,3.460000,0.99491733,0.05018358,0.08710251,0.00586685,0.98475748,-0.00293182,0.17390843,0.02041629,0.99489439,-0.09883499,-0.17273076,0.10087906,0.97978950,5.878889,-10.015880,-0.170593,-1009.904114,-302.681824,2077.883789
2026_06_09_01_08_38.235,3.480000,0.99533886,0.04941428,0.08265798,0.00514541,0.98628235,-0.00207388,0.16505392,0.01841182,0.99506348,-0.09751728,-0.16403688,0.09921852,0.98145175,5.773051,-9.501066,-0.120486,-962.359131,-289.399719,1975.351074
2026_06_09_01_08_38.254,3.500000,0.99575734,0.04859135,0.07802102,0.00436964,0.98778725,-0.00111991,0.15580466,0.01628449,0.99523956,-0.09608854,-0.15495536,0.09745224,0.98310322,5.661491,-8.964128,-0.064964,-914.279114,-275.857574,1869.326294
2026_06_09_01_08_38.274,3.520000,0.99616700,0.04772205,0.07322104,0.00354834,0.98925215,-0.00008096,0.14621943,0.01405799,0.99542004,-0.09455863,-0.14554209,0.09559789,0.98472255,5.545366,-8.408520,-0.004690,-863.905090,-261.950592,1759.880005
2026_06_09_01_08_38.294,3.540000,0.99656308,0.04681525,0.06828839,0.00268492,0.99065900,0.00104249,0.13635877,0.01174526,0.99560225,-0.09294200,-0.13585597,0.09367539,0.98629004,5.425936,-7.837775,0.060298,-811.710571,-247.351837,1648.008667
2026_06_09_01_08_38.314,3.560000,0.99694073,0.04588100,0.06325283,0.00177848,0.99199182,0.00225814,0.12628184,0.00935028,0.99578357,-0.09125630,-0.12595545,0.09170627,0.98778802,5.304528,-7.255321,0.130436,-758.019897,-231.822327,1534.247803
2026_06_09_01_08_38.333,3.580000,0.99729627,0.04492938,0.05814559,0.00083237,0.99323678,0.00356465,0.11605156,0.00688513,0.99596131,-0.08951900,-0.11590197,0.08971260,0.98920089,5.182473,-6.664772,0.205644,-700.979431,-216.217438,1419.469971
2026_06_09_01_08_38.354,3.600000,0.99762589,0.04397297,0.05299988,-0.00014355,0.99438196,0.00494754,0.10573547,0.00437471,0.99613273,-0.08775236,-0.10576072,0.08772193,0.99051476,5.061395,-6.069989,0.285093,-639.068604,-200.976044,1304.200439
2026_06_09_01_08_38.374,3.620000,0.99792755,0.04301536,0.04784273,-0.00113776,0.99541956,0.00638674,0.09538926,0.00184514,0.99629676,-0.08596129,-0.09558503,0.08574355,0.99172151,4.941829,-5.474128,0.367639,-574.347168,-185.859863,1189.430176
2026_06_09_01_08_38.394,3.640000,0.99820054,0.04205409,0.04269158,-0.00214445,0.99634564,0.00787190,0.08504914,-0.00069048,0.99645370,-0.08413992,-0.08540987,0.08377372,0.99281776,4.823534,-4.879210,0.452705,-509.690491,-170.325699,1075.492432
2026_06_09_01_08_38.413,3.660000,0.99844384,0.04109403,0.03756455,-0.00316047,0.99715781,0.00939846,0.07475243,-0.00322375,0.99660259,-0.08229760,-0.07527193,0.08182272,0.99380034,4.707073,-4.287313,0.540051,-444.707153,-155.504944,964.236206
2026_06_09_01_08_38.434,3.680000,0.99865693,0.04013866,0.03249216,-0.00417960,0.99785358,0.01095635,0.06456151,-0.00573958,0.99674284,-0.08044112,-0.06523257,0.07989790,0.99466628,4.592838,-3.701949,0.629124,-378.717896,-142.473770,855.791931
